iter	Logloss
122	0.006176272415
123	0.006159505754
124	0.006142227961
125	0.006127070193
126	0.006105203917
127	0.006091908127
128	0.006084508423
129	0.006067356109
130	0.006045825861
131	0.006029744548
132	0.006007842294
133	0.00599963194
134	0.005988041634
135	0.005970969251
136	0.005960946543
137	0.005951605107
138	0.005944899081
139	0.005936737819
140	0.0059329552
141	0.005924161051
142	0.005915865981
143	0.005905486509
144	0.005898513574
145	0.005887511139
146	0.005879395071
147	0.005863999284
148	0.005852375481
149	0.005838168551
150	0.005824355072
151	0.005819159222
152	0.005809974103
153	0.005798784336
154	0.00578617035
155	0.005773429112
156	0.005761177915
157	0.005734342112
158	0.005716300635
159	0.005690845631
160	0.005683871278
161	0.005674837691
162	0.005664397252
163	0.005656136919
164	0.005653107705
165	0.005641215576
166	0.005628988127
167	0.005627277327
168	0.005620001329
169	0.005614839152
170	0.005609609451
171	0.005592738578
172	0.005584878608
173	0.005573827789
174	0.005567235899
175	0.005561493471
176	0.005559218371
177	0.005539303397
178	0.005536732676
179	0.005527562622
180	0.005520303992
181	0.005510484745
182	0.005500691373
183	0.005493841435
184	0.005486673548
185	0.00547825672
186	0.005459293648
187	0.005452776194
188	0.00544850194
189	0.005442717155
190	0.00543768861
191	0.005432028949
192	0.005430414384
193	0.005426743952
194	0.005421888915
195	0.005418734931
196	0.005414483893
197	0.005410776243
198	0.005407087556
199	0.005405706935
200	0.005402244925
201	0.005399885463
202	0.005398693946
203	0.005396465811
204	0.005393907143
205	0.005389641041
206	0.005373491494
207	0.005372261518
208	0.005369911272
209	0.005367358275
210	0.005366368091
211	0.005358872682
212	0.005354971851
213	0.005339813374
214	0.005336184059
215	0.005333883792
216	0.005332169801
217	0.005319429627
218	0.005311050018
219	0.005309669574
220	0.005292340739
221	0.005280129065
222	0.005273367388
223	0.005262682017
224	0.005260390966
225	0.005252931712
226	0.005242827302
227	0.005240321093
228	0.005233053425
229	0.005227077763
230	0.005220643607
231	0.005219868049
232	0.005213824862
233	0.005207781676
234	0.005202324411
235	0.005195494147
236	0.005193620649
237	0.005188073706
238	0.005182659154
239	0.005176562267
240	0.005175741338
241	0.005173889817
242	0.005168423514
243	0.005165637636
244	0.005159454083
245	0.005145564927
246	0.005138700989
247	0.00513353066
248	0.005121388282
249	0.005116365763
250	0.005112081938
251	0.00510699916
252	0.005101588685
253	0.005097512396
254	0.005093842496
255	0.005089767802
256	0.005086786263
257	0.00508133272
258	0.005076385346
259	0.005072121017
260	0.005067800151
261	0.005063429838
262	0.005059500473
263	0.005055074686
264	0.005051191047
265	0.005047820665
266	0.005043675434
267	0.005040069691
268	0.005035575848
269	0.005031123478
270	0.00502769142
271	0.005023805122
272	0.005020299691
273	0.005010327316
274	0.005006374734
275	0.005002974046
276	0.004997011322
277	0.004992775349
278	0.004987651809
279	0.004984460606
280	0.004980046517
281	0.004976241213
282	0.004972788774
283	0.004969851897
284	0.004966824632
285	0.004964159625
286	0.004961356202
287	0.004956486455
288	0.004953404604
289	0.004951038229
290	0.004948607166
291	0.004946623786
292	0.004944509965
293	0.004942530661
294	0.004940458488
295	0.004935076015
296	0.004931505718
297	0.004929325258
298	0.004927326458
299	0.004925130225
300	0.004923384687
301	0.004919501934
302	0.004915103441
303	0.004912697544
304	0.004905882167
305	0.004904097284
306	0.00490139825
307	0.004898065263
308	0.004894488586
309	0.004892494926
310	0.004887950928
311	0.00488407225
312	0.004875205968
313	0.004871823535
314	0.004867717117
315	0.004865012942
316	0.004863436305
317	0.004859418148
318	0.004857802165
319	0.004846617361
320	0.004844859594
321	0.004838880033
322	0.004837123153
323	0.004832380657
324	0.00483088909
325	0.004826096792
326	0.004823745837
327	0.004821331433
328	0.004819582883
329	0.004811901382
330	0.004807543298
331	0.004806087177
332	0.004797617358
333	0.004792200679
334	0.004784045798
335	0.004780024096
336	0.004775141234
337	0.004772826788
338	0.004769278113
339	0.004767839538
340	0.004766527859
341	0.004762381387
342	0.004760286175
343	0.004758642367
344	0.004757024258
345	0.004749230039
346	0.004748010697
347	0.004744404245
348	0.004743235946
349	0.004741734631
350	0.004739053319
351	0.004738057109
352	0.004734375335
353	0.00473335449
354	0.004732013568
355	0.004725302757
356	0.004722102161
357	0.004717931586
358	0.004716991913
359	0.004715603848
360	0.004713736022
361	0.004709191314
362	0.004702877675
363	0.004700704659
364	0.004692791164
365	0.00468878949
366	0.004684814399
367	0.004681589346
368	0.004677919446
369	0.004675662777
370	0.004672285129
371	0.004669650605
372	0.004662815733
373	0.004659999017
374	0.004656809056
375	0.004655999115
376	0.004649605545
377	0.004643716725
378	0.004640783924
379	0.004636660315
380	0.004635679525
381	0.004627298675
382	0.004621563514
383	0.004615619931
384	0.004614878401
385	0.004608493692
386	0.00460269207
387	0.004601987581
388	0.004597942839
389	0.004596734486
390	0.004595453999
391	0.004592810437
392	0.004592198462
393	0.004590717706
394	0.004585625358
395	0.004580743382
396	0.004578300799
397	0.004577683507
398	0.004574033988
399	0.004573169461
400	0.004572595945
401	0.004567851676
402	0.004561321994
403	0.004557925382
404	0.00455411866
405	0.004552343525
406	0.00454725738
407	0.004545123531
408	0.004541289339
409	0.00453827129
410	0.004537773097
411	0.004535334945
412	0.004531882683
413	0.0045286454
414	0.004522466279
415	0.004516463678
416	0.004514790272
417	0.004513968457
418	0.004510761127
419	0.004507829035
420	0.004497714168
421	0.004492425626
422	0.00449050658
423	0.0044886166
424	0.004487927885
425	0.004481097266
426	0.004479320181
427	0.00447774762
428	0.004476122598
429	0.004474586192
430	0.004473954722
431	0.004470365815
432	0.004468827105
433	0.004468256602
434	0.004467689466
435	0.0044624447
436	0.004458576834
437	0.004458070311
438	0.004455775892
439	0.004451477711
440	0.004449772405
441	0.004442915733
442	0.004441610257
443	0.004438319806
444	0.004435198432
445	0.004434030842
446	0.004431818303
447	0.004428051989
448	0.004427222022
449	0.00442588429
450	0.004423102843
451	0.004421056901
452	0.00441650989
453	0.00441302998
454	0.004411961815
455	0.004411368981
456	0.004409406513
457	0.004406849972
458	0.00440226202
459	0.004398810644
460	0.004397029483
461	0.004394090302
462	0.00439180634
463	0.004390606493
464	0.004389582636
465	0.004383762936
466	0.004382848961
467	0.004381908756
468	0.004380779093
469	0.004376715387
470	0.004373680679
471	0.004372809948
472	0.004369710906
473	0.004369178507
474	0.0043644431
475	0.004362254842
476	0.004360122589
477	0.004356396683
478	0.004355642393
479	0.004355248233
480	0.004350383626
481	0.004349266191
482	0.004348037102
483	0.00434498786
484	0.004337455411
485	0.004335970224
486	0.00433383354
487	0.004332649998
488	0.004331894644
489	0.004330733611
490	0.004329371244
491	0.004328773447
492	0.004325270852
493	0.004322859639
494	0.004318809757
495	0.004311372126
496	0.004309748699
497	0.004305136113
498	0.004304727421
499	0.004302239467
500	0.004301540826
501	0.004297746688
502	0.004296921151
503	0.004296532131
504	0.004292234482
505	0.004291469558
506	0.004291093476
507	0.004286976779
508	0.004283870824
509	0.004283553228
510	0.00428285441
511	0.004281973223
512	0.004281632587
513	0.004278122548
514	0.004272250211
515	0.0042715996
516	0.004270465151
517	0.004268935834
518	0.004267760977
519	0.004266722055
520	0.004261684825
521	0.004260996996
522	0.004255997162
523	0.004255442432
524	0.004252673923
525	0.004246389527
526	0.004245770286
527	0.004244229271
528	0.004240168579
529	0.004233515544
530	0.004232443126
531	0.004231860039
532	0.00423099817
533	0.004227596241
534	0.004226724093
535	0.004225173153
536	0.004224352579
537	0.004218308683
538	0.004214574803
539	0.004210543531
540	0.004209773644
541	0.004208586912
542	0.004208103252
543	0.004205692747
544	0.004204657015
545	0.004203841758
546	0.004202610009
547	0.004197218852
548	0.004193597158
549	0.004190551107
550	0.004189995314
551	0.004186158108
552	0.004185859122
553	0.004182589761
554	0.004178939001
555	0.004175130861
556	0.004174620794
557	0.004174148476
558	0.004170467942
559	0.004170177107
560	0.004167173414
561	0.004166463963
562	0.00416219343
563	0.004159758114
564	0.00415654458
565	0.004153183237
566	0.004152203333
567	0.004151933943
568	0.004151538189
569	0.004149644132
570	0.004147007305
571	0.004143694346
572	0.004141247155
573	0.004139042946
574	0.004137594623
575	0.004136947202
576	0.00413234525
577	0.004131612404
578	0.004131243234
579	0.0041270342
580	0.004126392273
581	0.004123323537
582	0.004121309318
583	0.004117469277
584	0.004116468282
585	0.004114229514
586	0.004111948742
587	0.004110057344
588	0.004107231944
589	0.004106133827
590	0.004104310486
591	0.004102009332
592	0.004099827277
593	0.004099398912
594	0.004098113286
595	0.004094489466
596	0.004093940939
597	0.004091297023
598	0.004088056019
599	0.00408608664
600	0.004085380024
601	0.004085044882
602	0.004082913338
603	0.004082400966
604	0.004080111864
605	0.004078333007
606	0.004078084353
607	0.004077578007
608	0.004075561308
609	0.004072291061
610	0.004071429724
611	0.004068841989
612	0.004066390722
613	0.004063253397
614	0.004061648403
615	0.00406016428
616	0.004056504127
617	0.004056020466
618	0.004054968961
619	0.004053027584
620	0.004052014006
621	0.00405178148
622	0.004050393061
623	0.00404673982
624	0.004044862246
625	0.004043740735
626	0.004042388825
627	0.004041107098
628	0.004038137079
629	0.004033985645
630	0.004032130756
631	0.004029185549
632	0.004026562014
633	0.004024858835
634	0.004021448044
635	0.004020575896
636	0.004020349219
637	0.004020134239
638	0.004018633633
639	0.004015301178
640	0.004012339134
641	0.004010628334
642	0.004010430013
643	0.004008835653
644	0.004007896334
645	0.004007048112
646	0.004005686631
647	0.00400460287
648	0.004004422095
649	0.004004241498
650	0.004004074193
651	0.004002928933
652	0.004002773325
653	0.004000762829
654	0.003997702422
655	0.003996892481
656	0.003992957091
657	0.003992805204
658	0.003992347951
659	0.003992205813
660	0.003990215343
661	0.00398812403
662	0.003987632749
663	0.003986275876
664	0.003984747445
665	0.003984599635
666	0.00398446689
667	0.003982579214
668	0.003982455685
669	0.003979741231
670	0.003978773556
671	0.003978644709
672	0.003978514268
673	0.003976699611
674	0.003976246079
675	0.003973605176
676	0.003971468137
677	0.003971083548
678	0.003969900716
679	0.0039665952
680	0.003964532244
681	0.00396412621
682	0.003962286917
683	0.003959214636
684	0.003958858581
685	0.003958339652
686	0.003955592765
687	0.003953964554
688	0.003953170386
689	0.003952863247
690	0.003951276507
691	0.003951005168
692	0.003950550928
693	0.003948261649
694	0.003947606607
695	0.003946968402
696	0.003945216484
697	0.003942317357
698	0.003941980797
699	0.003940246956
700	0.003938564335
701	0.003936490745
702	0.003936208772
703	0.003934594562
704	0.00393422805
705	0.003933400741
706	0.003930766572
707	0.003927921677
708	0.003927352769
709	0.003925551936
710	0.003923068944
711	0.003921667764
712	0.003921349637
713	0.003921236741
714	0.003919978054
715	0.003919868349
716	0.00391976077
717	0.003919663471
718	0.003919344103
719	0.003917257752
720	0.00391393345
721	0.003911292192
722	0.003910558814
723	0.003910136653
724	0.003909176421
725	0.00390907983
726	0.003908226468
727	0.003908127397
728	0.003907037433
729	0.00390694864
730	0.003906586028
731	0.003904982629
732	0.003902646915
733	0.003902090768
734	0.003899189691
735	0.003898642936
736	0.003897392579
737	0.003896829874
738	0.003896235977
739	0.003895659625
740	0.003895566402
741	0.003895008305
742	0.003893946343
743	0.003893858614
744	0.003891953392
745	0.003890633738
746	0.003890270771
747	0.003889885119
748	0.003887194059
749	0.003883763065
750	0.00388266353
751	0.003881888327
752	0.003878712543
753	0.003877987673
754	0.003876655258
755	0.003876164508
756	0.003875863926
757	0.003875307247
758	0.003875021375
759	0.003874731959
760	0.003874270275
761	0.003871817235
762	0.00387155458
763	0.003871146065
764	0.003870577157
765	0.00387019824
766	0.003869720605
767	0.003867998107
768	0.00386775353
769	0.003867381701
770	0.003864214602
771	0.003863832672
772	0.003860794951
773	0.003858608465
774	0.003858180632
775	0.003857871188
776	0.003857525767
777	0.003857302812
778	0.003855737163
779	0.003852116355
780	0.00385186203
781	0.003850834805
782	0.00384758299
783	0.003847159233
784	0.00384654265
785	0.003846251816
786	0.003845988984
787	0.003843032257
788	0.003842370658
789	0.003841362574
790	0.003840427154
791	0.003839657267
792	0.003837041353
793	0.003836340763
794	0.003836134645
795	0.003835077468
796	0.003834735415
797	0.003831613332
798	0.00383131275
799	0.003830739588
800	0.003827307885
801	0.003824853782
802	0.003824134406
803	0.00382347511
804	0.003822664815
805	0.003822216955
806	0.003819819034
807	0.003819525718
808	0.003818428133
809	0.003818008984
810	0.003815791661
811	0.00381330991
812	0.003810989438
813	0.003809710547
814	0.003807702532
815	0.003807312094
816	0.003806506052
817	0.003805691503
818	0.00380297705
819	0.00380008253
820	0.003796955485
821	0.003794793634
822	0.003794001948
823	0.003793681871
824	0.003793307738
825	0.003791818475
826	0.003791315851
827	0.003789956675
828	0.003789208764
829	0.003788079101
830	0.003787311518
831	0.003787132161
832	0.00378682963
833	0.003784457939
834	0.003783051973
835	0.00378194854
836	0.003780474518
837	0.003779767725
838	0.003779249859
839	0.003778641429
840	0.003778102473
841	0.00377782883
842	0.003775701362
843	0.003775013532
844	0.003774439484
845	0.003772944018
846	0.003770357524
847	0.003769726054
848	0.003769017312
849	0.00376856059
850	0.003766678762
851	0.003765684325
852	0.003765483701
853	0.003763368639
854	0.003762823657
855	0.003760556
856	0.003760158473
857	0.00375994243
858	0.003757755412
859	0.003757687001
860	0.003757504455
861	0.003757132803
862	0.003754895807
863	0.003752632581
864	0.003750497137
865	0.003748583763
866	0.003748392532
867	0.003747680776
868	0.003747458707
869	0.003745912376
870	0.003745520166
871	0.003745314047
872	0.003743316134
873	0.003740569779
874	0.003740373408
875	0.003739337677
876	0.003738901514
877	0.003738318073
878	0.003737958119
879	0.00373776352
880	0.003735610531
881	0.003733839649
882	0.003733765567
883	0.003733558208
884	0.003733214559
885	0.003733038393
886	0.003730975613
887	0.003728554298
888	0.003728365194
889	0.003728053092
890	0.003727874621
891	0.003727692606
892	0.003726227269
893	0.003724672253
894	0.003723816587
895	0.003722852102
896	0.003720458257
897	0.003718724771
898	0.00371815799
899	0.003717833659
900	0.003716283251
901	0.0037159513
902	0.003714184317
903	0.003713997339
904	0.003713710581
905	0.003712120474
906	0.003711958663
907	0.003710511049
908	0.003708209187
909	0.003707148997
910	0.00370620064
911	0.003705872056
912	0.003705561017
913	0.003705051481
914	0.003703236646
915	0.00370290753
916	0.003702749264
917	0.003701362262
918	0.003701084898
919	0.003700711651
920	0.003700544169
921	0.003698291222
922	0.00369520494
923	0.003693254347
924	0.003691508987
925	0.003691149033
926	0.003688725236
927	0.003687311827
928	0.003685227071
929	0.003685095744
930	0.003682906777
931	0.003681985181
932	0.003680087049
933	0.003679797809
934	0.003678762609
935	0.00367800885
936	0.003675668706
937	0.003673933271
938	0.003672279892
939	0.003670314944
940	0.003669951091
941	0.003668283712
942	0.003667864208
943	0.00366590564
944	0.003665705725
945	0.003663934134
946	0.003662402336
947	0.003659661121
948	0.003657956877
949	0.003657102806
950	0.003655708361
951	0.003654002346
952	0.003653012694
953	0.003652026232
954	0.003651161173
955	0.003649896991
956	0.003648036963
957	0.003645613875
958	0.003645461989
959	0.003645220425
960	0.003643628368
961	0.003642990163
962	0.003642669554
963	0.003642384214
964	0.003640792158
965	0.003638305799
966	0.003635759536
967	0.003635619702
968	0.003635488374
969	0.003634588046
970	0.003634335848
971	0.003634208065
972	0.003633995389
973	0.003631710541
974	0.003631413149
975	0.003631251338
976	0.003630189731
977	0.00362937465
978	0.003629234816
979	0.003628496476
980	0.003627147579
981	0.003626884747
982	0.003625162249
983	0.003624374816
984	0.00362340147
985	0.003622163341
986	0.0036215441
987	0.003621325575
988	0.003619771978
989	0.003619641359
990	0.003618438677
991	0.003617481281
992	0.003615951963
993	0.003613416335
994	0.003612516361
995	0.0036123744
996	0.003612304217
997	0.003611594234
998	0.003611444652
999	0.003609784716
